company,date,job,link,location,opened,site
tk elevadores perú,2022-01-21,practicante de trabajo social,https://www.bumeran.com.pe/empleos/practicante-de-trabajo-social-tk-elevadores-peru-1114930821.html,"lima, lima",False,Bumeran
confidencial,2022-01-21,practicante de inteligencia comercial,https://www.bumeran.com.pe/empleos/practicante-de-inteligencia-comercial-1114930799.html,"lima, lima",False,Bumeran
caja cusco,2022-01-21,asistente de contratos cusco 022 2022,https://www.bumeran.com.pe/empleos/asistente-de-contratos-cusco-022-2022-caja-cusco-1114930781.html,"cusco, cuzco",False,Bumeran
confidencial,2022-01-21,practicante de selección,https://www.bumeran.com.pe/empleos/practicante-de-seleccion-1114930771.html,"lima, lima",False,Bumeran
skf del peru,2022-01-21,practicante profesional bi,https://www.bumeran.com.pe/empleos/practicante-profesional-bi-skf-del-peru-1114930754.html,"lima, lima",False,Bumeran
prima afp,2022-01-21,practicante de riesgo de mercado,https://www.bumeran.com.pe/empleos/practicante-de-riesgo-de-mercado-prima-afp-1114930693.html,"san isidro, lima",False,Bumeran
hochschild,2022-01-21,practicante pre profesional de capacitación y desarrollo,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-capacitacion-y-desarrollo-hochschild-1114930699.html,"santiago de surco, lima",False,Bumeran
gate gourmet srl,2022-01-21,practicante de planning and supply chain,https://www.bumeran.com.pe/empleos/practicante-de-planning-and-supply-chain-gate-gourmet-srl-1114930637.html,"callao, lima",False,Bumeran
clbs,2022-01-21,analista programador web,https://www.bumeran.com.pe/empleos/analista-programador-web.-clbs-1114930630.html,"lima, lima",False,Bumeran
pricewaterhousecoopers,2022-01-21,practicante de desarrollo ti sistemas,https://www.bumeran.com.pe/empleos/practicante-de-desarrollo-ti-sistemas-pricewaterhousecoopers-1114930622.html,"lima, lima",False,Bumeran
pricewaterhousecoopers,2022-01-21,asistente de desarrollo web sistemas,https://www.bumeran.com.pe/empleos/asistente-de-desarrollo-web-sistemas-pricewaterhousecoopers-1114930620.html,"lima, lima",False,Bumeran
g.w. yichang cia. s.a.,2022-01-21,controller comercial jr,https://www.bumeran.com.pe/empleos/controller-comercial-jr.-g.w.-yichang-cia.-s.a.-1114930513.html,"lima, lima",False,Bumeran
sistematico,2022-01-21,especialista gestión de procesos sistemas,https://www.bumeran.com.pe/empleos/especialista-gestion-de-procesos-sistemas-sistematico-1114930496.html,"lima, lima",False,Bumeran
forbis logistics s.a.,2022-01-21,asistente controller,https://www.bumeran.com.pe/empleos/asistente-controller-forbis-logistics-s.a.-1114930482.html,"callao, lima",False,Bumeran
kpmg en perú,2022-01-21,practicante de tax compliance contabilidad,https://www.bumeran.com.pe/empleos/practicante-de-tax-compliance-contabilidad-kpmg-en-peru-1114930481.html,"lima, lima",False,Bumeran
cibertec,2022-01-21,asistente especializado de mantenimiento,https://www.bumeran.com.pe/empleos/asistente-especializado-de-mantenimiento-cibertec-1114930464.html,"lima, lima",False,Bumeran
volcan compañia minera s.a.a.,2022-01-21,practicante profesional de responsabilidad social y relaciones laboral,https://www.bumeran.com.pe/empleos/practicante-profesional-de-responsabilidad-social-y-relaciones-laborales-volcan-compania-minera-s.a.a.-1114930379.html,"yauli, junin",False,Bumeran
yahayra  vasquez,2022-01-21,ayudante de cocina,https://www.bumeran.com.pe/empleos/ayudante-de-cocina-yahayra-vasquez-1114924861.html,"lima, lima",False,Bumeran
san martin contratistas generales,2022-01-21,operador de pala hidráulica hasta 21m3,https://www.bumeran.com.pe/empleos/operador-de-pala-hidraulica-hasta-21m3-san-martin-contratistas-generales-1114930327.html,"lima, lima",False,Bumeran
confidencial,2022-01-21,practicante de geología exploraciones,https://www.bumeran.com.pe/empleos/practicante-de-geologia-exploraciones-1114930283.html,"arequipa, arequipa",False,Bumeran
ferreyros,2022-01-21,especialista de camiones op toquepala,https://www.bumeran.com.pe/empleos/especialista-de-camiones-op.-toquepala-ferreyros-1114930269.html,"arequipa, arequipa",False,Bumeran
volcan compañia minera s.a.a.,2022-01-21,jefe de geomecánica,https://www.bumeran.com.pe/empleos/jefe-de-geomecanica-volcan-compania-minera-s.a.a.-1114930175.html,"yauli, junin",False,Bumeran
world vision,2022-01-21,practicante pre de reclutamiento y selección,https://www.bumeran.com.pe/empleos/practicante-pre-de-reclutamiento-y-seleccion-world-vision-1114930080.html,"jesús maría, lima",False,Bumeran
confidencial,2022-01-21,director tecnico ventanilla,https://www.bumeran.com.pe/empleos/director-tecnico-ventanilla-1114930058.html,"ventanilla, lima",False,Bumeran
alejandro vega,2022-01-21,practicante community manager,https://www.bumeran.com.pe/empleos/practicante-community-manager-alejandro-vega-1114924498.html,"lima, lima",False,Bumeran
ebiz s.a.c.,2022-01-21,arquitecto de software,https://www.bumeran.com.pe/empleos/arquitecto-de-software-ebiz-s.a.c.-1114930006.html,"cercado de lima, lima",False,Bumeran
hochschild,2022-01-21,practicante profesional de mantenimiento mina unidad minera,https://www.bumeran.com.pe/empleos/practicante-profesional-de-mantenimiento-mina-unidad-minera-hochschild-1114929934.html,"santiago de surco, lima",False,Bumeran
igh peru s.a.,2022-01-21,consultor benchmarking mineria,https://www.bumeran.com.pe/empleos/consultor-benchmarking-mineria-igh-peru-s.a.-1114929930.html,"lima, lima",False,Bumeran
optical networks,2022-01-21,practicante profesional de tesorería,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tesoreria-optical-networks-1113862672.html,"lima, lima",False,Bumeran
los portales,2022-01-21,practicante profesional de auditoria magdalena,https://www.bumeran.com.pe/empleos/practicante-profesional-de-auditoria-magdalena-los-portales-1114929863.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-21,practicante de consultoría de procesos,https://www.bumeran.com.pe/empleos/practicante-de-consultoria-de-procesos-adecco-consulting-1114929842.html,"la molina, lima",False,Bumeran
hochschild,2022-01-21,practicante profesional de laboratorio,https://www.bumeran.com.pe/empleos/practicante-profesional-de-laboratorio-hochschild-1114929776.html,"santiago de surco, lima",False,Bumeran
promigas peru s.a.,2022-01-21,practicante de talento humano piura,https://www.bumeran.com.pe/empleos/practicante-de-talento-humano-piura-promigas-peru-s.a.-1114929760.html,"piura, piura",False,Bumeran
sgs del perú,2022-01-21,supervisor de metalurgiaquellaveco,https://www.bumeran.com.pe/empleos/supervisor-de-metalurgia-quellaveco-sgs-del-peru-1114929716.html,"moquegua, moquegua",False,Bumeran
universidad privada del norte - docentes,2022-01-21,docentes de obstetricia modalidad presencial upn 2022 1,https://www.bumeran.com.pe/empleos/docentes-de-obstetricia-modalidad-presencial-upn-2022-1-universidad-privada-del-norte-docentes-1114929580.html,"lima, lima",False,Bumeran
confidencial,2022-01-20,asistente de planillas,https://www.bumeran.com.pe/empleos/asistente-de-planillas-1114929551.html,"magdalena, lima",False,Bumeran
universidad tecnologica del peru,2022-01-20,analista de seguridad informática,https://www.bumeran.com.pe/empleos/analista-de-seguridad-informatica-universidad-tecnologica-del-peru-1114875600.html,"cercado de lima, lima",False,Bumeran
universidad tecnologica del peru,2022-01-20,analista de seguridad de información,https://www.bumeran.com.pe/empleos/analista-de-seguridad-de-informacion-universidad-tecnologica-del-peru-1114875599.html,"lima, lima",False,Bumeran
pesquera diamante s.a.,2022-01-20,practicante de administración y gestión del talento planta,https://www.bumeran.com.pe/empleos/practicante-de-administracion-y-gestion-del-talento-planta-pesquera-diamante-s.a.-1114929502.html,"lima, lima",False,Bumeran
hr digital s.a.c.,2022-01-20,practicante de portafolio risk management importante empresa de in,https://www.bumeran.com.pe/empleos/practicante-de-portafolio-risk-management-importante-empresa-de-inversiones-hr-digital-s.a.c.-1114929488.html,"lima, lima",False,Bumeran
dp world,2022-01-20,practicante de ciberseguridad y auditoría ti,https://www.bumeran.com.pe/empleos/practicante-de-ciberseguridad-y-auditoria-ti-dp-world-1114929486.html,"callao, lima",False,Bumeran
confidencial,2022-01-20,atencion al cliente bilingue,https://www.bumeran.com.pe/empleos/atencion-al-cliente-bilingue-1114929399.html,"peru, lima",False,Bumeran
grupo tli,2022-01-20,practicante en logística callao,https://www.bumeran.com.pe/empleos/practicante-en-logistica-callao-grupo-tli-1114929331.html,"callao, lima",False,Bumeran
hochschild,2022-01-20,practicante profesional de administración de contratos,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-de-contratos-hochschild-1114929327.html,"lima, lima",False,Bumeran
novatronic s.a.c.,2022-01-20,practicante de administración de personal,https://www.bumeran.com.pe/empleos/practicante-de-administracion-de-personal-novatronic-s.a.c.-1114929322.html,"san isidro, lima",False,Bumeran
linio peru s.a.c,2022-01-20,asistente de planeamiento,https://www.bumeran.com.pe/empleos/asistente-de-planeamiento-linio-peru-s.a.c-1114929320.html,"lima, lima",False,Bumeran
universidad tecnologica del peru,2022-01-20,practicante tutor de química,https://www.bumeran.com.pe/empleos/practicante-tutor-de-quimica-universidad-tecnologica-del-peru-1114929287.html,"lima, lima",False,Bumeran
new athletic,2022-01-20,practicante pre profesional de inteligencia comercial,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-inteligencia-comercial-new-athletic-1114929198.html,"cercado de lima, lima",False,Bumeran
m&m soluciones en capital humano,2022-01-20,practicante de contabilidad,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-mm-soluciones-en-capital-humano-1114929196.html,"lima, lima",False,Bumeran
ferreyros,2022-01-20,técnico mecanizado la joya,https://www.bumeran.com.pe/empleos/tecnico-mecanizado-la-joya-ferreyros-1114929172.html,"la joya, arequipa",False,Bumeran
molitalia s.a.,2022-01-20,asistente de desarrollo de productos cajamarquilla,https://www.bumeran.com.pe/empleos/asistente-de-desarrollo-de-productos-cajamarquilla-molitalia-s.a.-1114929147.html,perú,False,Bumeran
disan perú s.a.,2022-01-20,practicante profesional comercio exterior,https://www.bumeran.com.pe/empleos/practicante-profesional-comercio-exterior-disan-peru-s.a.-1114929143.html,"lima, lima",False,Bumeran
upn / universidad privada del norte,2022-01-20,coordinador de laboratorios de biología los olivos,https://www.bumeran.com.pe/empleos/coordinador-de-laboratorios-de-biologia-los-olivos-upn-universidad-privada-del-norte-1114929107.html,"lima, lima",False,Bumeran
pacífico seguros,2022-01-20,analista de mesa de inversiones,https://www.bumeran.com.pe/empleos/analista-de-mesa-de-inversiones-pacifico-seguros-1114929103.html,"san isidro, lima",False,Bumeran
stefanini peru s.a,2022-01-20,operador de noc,https://www.bumeran.com.pe/empleos/operador-de-noc-stefanini-peru-s.a-1114929065.html,perú,False,Bumeran
fenix power peru s.a.,2022-01-20,practicante gestión comercial,https://www.bumeran.com.pe/empleos/practicante-gestion-comercial-fenix-power-peru-s.a.-1114928998.html,"lima, lima",False,Bumeran
orden hospitalaria de san juan de dios,2022-01-20,coordinador de servicios generales piura,https://www.bumeran.com.pe/empleos/coordinador-de-servicios-generales-piura-orden-hospitalaria-de-san-juan-de-dios-1114928945.html,"castilla piura, piura",False,Bumeran
ieduca,2022-01-20,practicante profesional de servicios al colaborador,https://www.bumeran.com.pe/empleos/practicante-profesional-de-servicios-al-colaborador-ieduca-1114928940.html,"lima, lima",False,Bumeran
pontificia universidad catolica del peru (pucp),2022-01-20,practicante de planeamiento tributario,https://www.bumeran.com.pe/empleos/practicante-de-planeamiento-tributario-pontificia-universidad-catolica-del-peru-pucp-1114928908.html,"san miguel, lima",False,Bumeran
ceneris,2022-01-20,asistente contable,https://www.bumeran.com.pe/empleos/asistente-contable-ceneris-1114928676.html,"miraflores, lima",False,Bumeran
pricewaterhousecoopers,2022-01-20,analista de auditoria de sistemas ti,https://www.bumeran.com.pe/empleos/analista-de-auditoria-de-sistemas-ti-pricewaterhousecoopers-1114928886.html,"san isidro, lima",False,Bumeran
adecco consulting,2022-01-20,analista de riesgos crediticios,https://www.bumeran.com.pe/empleos/analista-de-riesgos-crediticios-adecco-consulting-1114928876.html,"la molina, lima",False,Bumeran
confidencial,2022-01-20,practicante de geología mina,https://www.bumeran.com.pe/empleos/practicante-de-geologia-mina-1114595929.html,"arequipa, arequipa",False,Bumeran
compartamos financiera s.a.,2022-01-20,practicas profesionales cajero compartamos financiera,https://www.bumeran.com.pe/empleos/practicas-profesionales-cajero-compartamos-financiera-compartamos-financiera-s.a.-1114928824.html,"distrito de san vicente de cañete, lima",False,Bumeran
gepeho,2022-01-20,operador call center,https://www.bumeran.com.pe/empleos/operador-call-center-gepeho-1114923091.html,"san borja, lima",False,Bumeran
minsur s.a.,2022-01-20,practicante profesional de impuestos,https://www.bumeran.com.pe/empleos/practicante-profesional-de-impuestos-minsur-s.a.-1114928790.html,"lima, lima",False,Bumeran
qroma,2022-01-20,practicante de contabilidad,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-qroma-1114923075.html,"lima, lima",False,Bumeran
salesland internacional s.a.,2022-01-20,asesor de ventas movistar sede fija lima metropolitana,https://www.bumeran.com.pe/empleos/asesora-de-ventas-movistar-sede-fija-lima-metropolitana-salesland-internacional-s.a.-1114928721.html,perú,False,Bumeran
the cult,2022-01-20,practicante administrativo,https://www.bumeran.com.pe/empleos/practicante-administrativo-the-cult-1114928660.html,lima,False,Bumeran
confidencial,2022-01-20,practicante de capital humano,https://www.bumeran.com.pe/empleos/practicante-de-capital-humano-1114928533.html,"lima, lima",False,Bumeran
opermin sac,2022-01-20,jefe de mantenimiento mina sudafrica,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-mina-sudafrica-opermin-sac-1114928512.html,"lima, lima",False,Bumeran
bureau veritas del peru sa,2022-01-20,practicante de contabilidad,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-bureau-veritas-del-peru-sa-1114928501.html,"callao, lima",False,Bumeran
bureau veritas del peru sa,2022-01-20,"practicante de certificaciones ing agroindustrial, alimentaria, pes",https://www.bumeran.com.pe/empleos/practicante-de-certificaciones-ing.-agroindustrial-alimentaria-pesquera-paita-bureau-veritas-del-peru-sa-1114928481.html,"paita, piura",False,Bumeran
confidencial,2022-01-20,practicante de rrhh compensaciones,https://www.bumeran.com.pe/empleos/practicante-de-rrhh-compensaciones-1114928479.html,"callao, lima",False,Bumeran
prenisac,2022-01-20,jefe de ssoma,https://www.bumeran.com.pe/empleos/jefe-de-ssoma-prenisac-1114925552.html,"lima, lima",False,Bumeran
bsale chile,2022-01-20,ejecutivoa de marketing,https://www.bumeran.com.pe/empleos/ejecutivo-a-de-marketing-bsale-chile-1114928407.html,"lima, lima",False,Bumeran
press off,2022-01-20,practicante tecnico de mecánica de mantenimiento,https://www.bumeran.com.pe/empleos/practicante-tecnico-de-mecanica-de-mantenimiento-press-off-1114922669.html,"cercado de lima, lima",False,Bumeran
verisure perú,2022-01-20,prácticas programa up,https://www.bumeran.com.pe/empleos/practicas-programa-up-verisure-peru-1114928369.html,"lima, lima",False,Bumeran
grupo fe,2022-01-20,practicante preprofesional de legal,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-legal-grupo-fe-1114778348.html,"lima, lima",False,Bumeran
universidad tecnologica del peru,2022-01-20,visual designer,https://www.bumeran.com.pe/empleos/visual-designer-universidad-tecnologica-del-peru-1114902135.html,"cercado de lima, lima",False,Bumeran
consultora selectiva,2022-01-20,jefe comercial regional 100 campo consumo masivo,https://www.bumeran.com.pe/empleos/jefe-comercial-regional-100-campo-consumo-masivo-consultora-selectiva-1114928139.html,"lima, lima",False,Bumeran
prima afp,2022-01-20,practicante de renta variable,https://www.bumeran.com.pe/empleos/practicante-de-renta-variable-prima-afp-1114928092.html,"san isidro, lima",False,Bumeran
integra retail sa,2022-01-20,practicante de diseño gráfico recursos humanos part time,https://www.bumeran.com.pe/empleos/practicante-de-diseno-grafico-recursos-humanos-part-time-integra-retail-sa-1114928054.html,"santiago de surco, lima",False,Bumeran
dongfeng motor perú sac,2022-01-20,vendedor automotriz,https://www.bumeran.com.pe/empleos/vendedor-automotriz-dongfeng-motor-peru-sac-1114928028.html,"lima, lima",False,Bumeran
boticas peru,2022-01-20,analista programador,https://www.bumeran.com.pe/empleos/analista-programador-boticas-peru-1114927992.html,"santiago de surco, lima",False,Bumeran
weir minerals,2022-01-20,practicante de costos estándar ate,https://www.bumeran.com.pe/empleos/practicante-de-costos-estandar-ate-weir-minerals-1114927979.html,"ate., lima",False,Bumeran
salesland internacional s.a.,2022-01-20,televendedor tarjetas scotiabank planilla completa fijo comisi,https://www.bumeran.com.pe/empleos/televendedor-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114927957.html,"lima, lima",False,Bumeran
hudbay perú,2022-01-20,supervisor de relaciones comunitarias exploraciones,https://www.bumeran.com.pe/empleos/supervisor-de-relaciones-comunitarias-exploraciones-hudbay-peru-1114927954.html,"lima, lima",False,Bumeran
maderacre,2022-01-20,tecnico mecanico industrial,https://www.bumeran.com.pe/empleos/tecnico-mecanico-industrial-maderacre-1114751334.html,"iñapari, madre de dios",False,Bumeran
confidencial,2022-01-20,payroll manager,https://www.bumeran.com.pe/empleos/payroll-manager-1114927791.html,"lima, lima",False,Bumeran
caja municipal de ahorro y credito maynas s.a.,2022-01-20,practicante promotor de negocios agencia yarinacocha,https://www.bumeran.com.pe/empleos/practicante-promotor-de-negocios-agencia-yarinacocha-caja-municipal-de-ahorro-y-credito-maynas-s.a.-1114927711.html,"pucallpa, ucayali",False,Bumeran
tecsup,2022-01-20,docente especialista en marketing digital,https://www.bumeran.com.pe/empleos/docente-especialista-en-marketing-digital-tecsup-1114927675.html,"lima, lima",False,Bumeran
mota-engil perú,2022-01-20,practicante profesional area ssoma,https://www.bumeran.com.pe/empleos/practicante-profesional-area-ssoma-mota-engil-peru-1114927649.html,"lima, lima",False,Bumeran
cibernos peru sac,2022-01-20,key account manager it,https://www.bumeran.com.pe/empleos/key-account-manager-it-cibernos-peru-sac-1114927621.html,"san isidro, lima",False,Bumeran
tecsup,2022-01-20,docente especialista en programación y desarrollo web,https://www.bumeran.com.pe/empleos/docente-especialista-en-programacion-y-desarrollo-web-tecsup-1114927586.html,"lima, lima",False,Bumeran
qf farmacia magistral,2022-01-20,analista de marketing digital,https://www.bumeran.com.pe/empleos/analista-de-marketing-digital-qf-farmacia-magistral-1114927583.html,"los olivos, lima",False,Bumeran
confidencial,2022-01-20,despachador almacenero,https://www.bumeran.com.pe/empleos/despachador-almacenero-1114921773.html,"villa maría del triunfo, lima",False,Bumeran
tecsup,2022-01-20,docente especialista en diseño y desarrollo de videojuegos,https://www.bumeran.com.pe/empleos/docente-especialista-en-diseno-y-desarrollo-de-videojuegos-tecsup-1114927545.html,"lima, lima",False,Bumeran
tecsup,2022-01-20,docente especialista en herramientas digitales,https://www.bumeran.com.pe/empleos/docente-especialista-en-herramientas-digitales-tecsup-1114927514.html,"lima, lima",False,Bumeran
energia peruana sac,2022-01-20,almacenero lima,https://www.bumeran.com.pe/empleos/almacenero-lima-energia-peruana-sac-1114927461.html,"chorrillos, lima",False,Bumeran
activos mineros s.a.c.,2022-01-20,practicante de profesional sistemas,https://www.bumeran.com.pe/empleos/practicante-de-profesional-sistemas-activos-mineros-s.a.c.-1114856146.html,"san juan de miraflores, lima",False,Bumeran
tecsup,2022-01-20,docente especialista para ecommerce y negocios digitales,https://www.bumeran.com.pe/empleos/docente-especialista-para-ecommerce-y-negocios-digitales-tecsup-1114927433.html,"lima, lima",False,Bumeran
activos mineros s.a.c.,2022-01-20,practicante de derecho,https://www.bumeran.com.pe/empleos/practicante-de-derecho-activos-mineros-s.a.c.-1114881387.html,"san juan de miraflores, lima",False,Bumeran
cl selection sac,2022-01-20,operador de camión minero komatsu 930,https://www.bumeran.com.pe/empleos/operador-de-camion-minero-komatsu-930-cl-selection-sac-1114629413.html,"huaraz, ancash",False,Bumeran
mexichem perú s.a.,2022-01-20,practicante profesional de sgi,https://www.bumeran.com.pe/empleos/practicante-profesional-de-sgi-mexichem-peru-s.a.-1113819993.html,"arequipa, arequipa",False,Bumeran
mibanco,2022-01-20,practicante de transformación digital,https://www.bumeran.com.pe/empleos/practicante-de-transformacion-digital-mibanco-1114927210.html,"lima, lima",False,Bumeran
claro perú,2022-01-20,analista de arquitectura digital y sva,https://www.bumeran.com.pe/empleos/analista-de-arquitectura-digital-y-sva-claro-peru-1114771751.html,"lima, lima",False,Bumeran
consultora treball s.a.c.,2022-01-20,analista programador de sistemas,https://www.bumeran.com.pe/empleos/analista-programador-de-sistemas-consultora-treball-s.a.c.-1114917753.html,"chorrillos, lima",False,Bumeran
asociación cultural peruano británica,2022-01-20,practicante de británico empresarial,https://www.bumeran.com.pe/empleos/practicante-de-britanico-empresarial-asociacion-cultural-peruano-britanica-1114926957.html,"san isidro, lima",False,Bumeran
confidencial,2022-01-20,jefe de logística,https://www.bumeran.com.pe/empleos/jefe-de-logistica-1114926921.html,"san juan de lurigancho, lima",False,Bumeran
weir minerals,2022-01-20,practicante de compras locales ate,https://www.bumeran.com.pe/empleos/practicante-de-compras-locales-ate-weir-minerals-1114926907.html,"ate., lima",False,Bumeran
modasa,2022-01-20,practicante de proyectos ate,https://www.bumeran.com.pe/empleos/practicante-de-proyectos-ate-modasa-1113342303.html,"lima, lima",False,Bumeran
modasa,2022-01-20,practicante profesional de ingeniería mecanica,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ingenieria-mecanica-modasa-1114437978.html,"lurín, lima",False,Bumeran
mapfre peru compañia de seguros y reaseguros,2022-01-20,practicante de bienestar social,https://www.bumeran.com.pe/empleos/practicante-de-bienestar-social-mapfre-peru-compania-de-seguros-y-reaseguros-1114920869.html,"miraflores, lima",False,Bumeran
maria  tiza,2022-01-20,practicante pre profesional en educación estimulación temprana,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-en-educacion-estimulacion-temprana-maria-tiza-1114920885.html,"san martín de porres - lima, lima",False,Bumeran
brigis  lin,2022-01-20,asistente contable,https://www.bumeran.com.pe/empleos/asistente-contable-brigis-lin-1114920646.html,"lima, lima",False,Bumeran
inversiones leoplast,2022-01-20,ayudante de almacén con experiencia,https://www.bumeran.com.pe/empleos/ayudante-de-almacen-con-experiencia-inversiones-leoplast-1114920577.html,"arequipa, arequipa",False,Bumeran
endress+hauser peru,2022-01-20,engineer intern pre professional practice,https://www.bumeran.com.pe/empleos/engineer-intern-pre-professional-practice-endresshauser-peru-1114920559.html,"miraflores, lima",False,Bumeran
experis,2022-01-19,analista de planeamiento comercial sector telecomunicaciones,https://www.bumeran.com.pe/empleos/analista-de-planeamiento-comercial-sector-telecomunicaciones-experis-1114926760.html,"lima, lima",False,Bumeran
san martin contratistas generales,2022-01-19,ingeniero de ssoma,https://www.bumeran.com.pe/empleos/ingeniero-de-ssoma-san-martin-contratistas-generales-1114926692.html,"colquijirca, pasco",False,Bumeran
pardos chicken,2022-01-19,almacenero mr shao apertura mall del sur san juan de miraflores,https://www.bumeran.com.pe/empleos/almacenero-mr.-shao-apertura-mall-del-sur-san-juan-de-miraflores-pardos-chicken-1114926682.html,"san juan de miraflores, lima",False,Bumeran
mibanco,2022-01-19,analista de créditos agencia carapongo,https://www.bumeran.com.pe/empleos/analista-de-creditos-agencia-carapongo-mibanco-1114926658.html,"lurigancho, ",False,Bumeran
talentohumano.pe,2022-01-19,jefe de selección de personal call center,https://www.bumeran.com.pe/empleos/jefe-de-seleccion-de-personal--call-center-talentohumano.pe-1114924916.html,"santiago de surco, lima",False,Bumeran
ahp headhunting,2022-01-19,coordinador de desarrollo organizacional,https://www.bumeran.com.pe/empleos/coordinador-de-desarrollo-organizacional-ahp-headhunting-1114926607.html,"lima, lima",False,Bumeran
cámara de comercio de lima,2022-01-19,practicante de diseño gráfico,https://www.bumeran.com.pe/empleos/practicante-de-diseno-grafico-camara-de-comercio-de-lima-1114926594.html,"jesús maría, lima",False,Bumeran
hipermercados tottus,2022-01-19,jefe seccion perecibles tienda santa anita,https://www.bumeran.com.pe/empleos/jefe-seccion-perecibles-tienda-santa-anita-hipermercados-tottus-1114926566.html,"santa anita, lima",False,Bumeran
smart people s.a.c.,2022-01-19,coordinador de calidad e internacionalización,https://www.bumeran.com.pe/empleos/coordinador-de-calidad-e-internacionalizacion-smart-people-s.a.c.-1114926552.html,"paita, piura",False,Bumeran
ferreycorp s.a.a.,2022-01-19,practicante pre profesional de relaciones laborales,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-relaciones-laborales-ferreycorp-s.a.a.-1114926543.html,"lima, lima",False,Bumeran
derco,2022-01-19,practicante preprofesional de marketing,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-marketing-derco-1114926511.html,"lima, lima",False,Bumeran
experis,2022-01-19,líder técnico desarrollo de sistemas,https://www.bumeran.com.pe/empleos/lider-tecnico-desarrollo-de-sistemas-experis-1114926443.html,"lima, lima",False,Bumeran
pontificia universidad catolica del peru (pucp),2022-01-19,practicante profesional de pre incubación,https://www.bumeran.com.pe/empleos/practicante-profesional-de-pre-incubacion-pontificia-universidad-catolica-del-peru-pucp-1114926438.html,"san miguel, lima",False,Bumeran
mill  hire the future,2022-01-19,supervisor de mantenimiento raura,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-raura-mill-hire-the-future-1114926427.html,"junín, junin",False,Bumeran
hochschild,2022-01-19,practicante de comunicación interna unidad minera,https://www.bumeran.com.pe/empleos/practicante-de-comunicacion-interna-unidad-minera-hochschild-1114926413.html,"arequipa, arequipa",False,Bumeran
mibanco,2022-01-19,asesor de negocios santa anita,https://www.bumeran.com.pe/empleos/asesor-de-negocios-santa-anita-mibanco-1114926409.html,"santa anita, lima",False,Bumeran
los portales,2022-01-19,gerente de proyectos huancayo y juliaca,https://www.bumeran.com.pe/empleos/gerente-de-proyectos-huancayo-y-juliaca-los-portales-1114926391.html,"juliaca, puno",False,Bumeran
confidencial,2022-01-19,practicante de rrhh,https://www.bumeran.com.pe/empleos/practicante-de-rrhh-1114926385.html,"santiago de surco, lima",False,Bumeran
tata consultancy services sucursal peru,2022-01-19,trainee de sistemas,https://www.bumeran.com.pe/empleos/trainee-de-sistemas-tata-consultancy-services-sucursal-peru-1114926383.html,"lima, lima",False,Bumeran
volcan compañia minera s.a.a.,2022-01-19,practicante profesional de gestión humana,https://www.bumeran.com.pe/empleos/practicante-profesional-de-gestion-humana-volcan-compania-minera-s.a.a.-1114926357.html,"santiago de surco, lima",False,Bumeran
la positiva seguros,2022-01-19,practicante de cobranzas,https://www.bumeran.com.pe/empleos/practicante-de-cobranzas-la-positiva-seguros-1114926339.html,"lima, lima",False,Bumeran
confidencial,2022-01-19,encargado de servicios generales,https://www.bumeran.com.pe/empleos/encargado-de-servicios-generales-1114926329.html,"lima, lima",False,Bumeran
mibanco,2022-01-19,analista de créditos casma,https://www.bumeran.com.pe/empleos/analista-de-creditos-casma-mibanco-1114926318.html,"casma, ancash",False,Bumeran
mibanco,2022-01-19,practicante pre profesional crm,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-crm-mibanco-1114926302.html,"lima, lima",False,Bumeran
trupal s.a,2022-01-19,practicante de aseguramiento de calidad,https://www.bumeran.com.pe/empleos/practicante-de-aseguramiento-de-calidad-trupal-s.a-1114926286.html,perú,False,Bumeran
confidencial,2022-01-19,administrador de tienda santiago de surco,https://www.bumeran.com.pe/empleos/administrador-de-tienda-santiago-de-surco-1114926283.html,"santiago de surco, lima",False,Bumeran
confidencial,2022-01-19,practicante pre profesional de contabilidad,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-contabilidad-1114889007.html,"callao, lima",False,Bumeran
qf farmacia magistral,2022-01-19,practicante profesional de formulación san juan de lurigancho proce,https://www.bumeran.com.pe/empleos/practicante-profesional-de-formulacion-san-juan-de-lurigancho-proceres-qf-farmacia-magistral-1114926260.html,perú,False,Bumeran
