company,date,job,link,location,opened,site
confidencial,2022-01-29,business intelligence and analysis,https://www.bumeran.com.pe/empleos/business-intelligence-and-analysis-1114947741.html,"miraflores, lima",False,Bumeran
,Publicado Hoy,analista de identificación de necesidades ti pucp,/empleos/analista-de-identificacion-de-necesidades-ti-pucp-selekto-consultores-en-recursos-humanos-1114948484.html,"Lima, Lima,Presencial",False,Bumeran
ey (ernst & young),2022-01-31,abogado senior área de proyecto e infraestructura,https://www.bumeran.com.pe/empleos/abogado-senior-area-de-proyecto-e-infraestructura-ey-ernst-young-1114948409.html,"san isidro, lima",False,Bumeran
rinti sa,2022-01-31,analista de ventas distribuidores,https://www.bumeran.com.pe/empleos/analista-de-ventas-distribuidores-rinti-sa-1114847473.html,"miraflores, lima",False,Bumeran
confidencial,2022-01-31,responsable de sistema de mtto de maquinaria nazca,https://www.bumeran.com.pe/empleos/responsable-de-sistema-de-mtto.-de-maquinaria-nazca-1114948401.html,"nazca, ica",False,Bumeran
weir minerals,2022-01-31,practicante de planificación financiera,https://www.bumeran.com.pe/empleos/practicante-de-planificacion-financiera-weir-minerals-1114948400.html,"lima, lima",False,Bumeran
pricewaterhousecoopers,2022-01-31,asistente de consultoría financiera,https://www.bumeran.com.pe/empleos/asistente-de-consultoria-financiera-pricewaterhousecoopers-1114948387.html,"san isidro, lima",False,Bumeran
world vision,2022-01-31,analista de administración y finanzas por suplencia huaraz ancash,https://www.bumeran.com.pe/empleos/analista-de-administracion-y-finanzas-por-suplencia-huaraz-ancash-world-vision-1114948164.html,"huaraz, ancash",False,Bumeran
grupo aenza,2022-01-31,ingeniero oficina técnica nazca,https://www.bumeran.com.pe/empleos/ingeniero-oficina-tecnica-nazca-grupo-aenza-1114948141.html,"nazca, ica",False,Bumeran
claro perú,2022-01-30,analista de sistemas de cobranzas y financiero ti,https://www.bumeran.com.pe/empleos/analista-de-sistemas-de-cobranzas-y-financiero-ti-claro-peru-1114948097.html,"lima, lima",False,Bumeran
confidencial,2022-01-30,administrador de proyecto para el norte del país,https://www.bumeran.com.pe/empleos/administrador-de-proyecto-para-el-norte-del-pais-1114948077.html,"tumbes, tumbes",False,Bumeran
engineering services sac,2022-01-30,dibujante tecnico,https://www.bumeran.com.pe/empleos/dibujante-tecnico-engineering-services-sac-1114948048.html,"lima, lima",False,Bumeran
experis,2022-01-30,ejecutivo de ventas senior canal tradicional,https://www.bumeran.com.pe/empleos/ejecutivo-de-ventas-senior--canal-tradicional-experis-1114948041.html,"lima, lima",False,Bumeran
ingeniería y construcción sigdo koppers perú,2022-01-30,asistente de estudios y presupuestos,https://www.bumeran.com.pe/empleos/asistente-de-estudios-y-presupuestos-ingenieria-y-construccion-sigdo-koppers-peru-1114948033.html,"lima, lima",False,Bumeran
ingeniería y construcción sigdo koppers perú,2022-01-30,asistente mecánico estudios y presupuestos,https://www.bumeran.com.pe/empleos/asistente-mecanico-estudios-y-presupuestos-ingenieria-y-construccion-sigdo-koppers-peru-1114948030.html,"lima, lima",False,Bumeran
los portales,2022-01-30,analista bi,https://www.bumeran.com.pe/empleos/analista-bi-los-portales-1114948029.html,"magdalena, lima",False,Bumeran
experis,2022-01-30,ejecutivo senior control de gestión comercial b2b id 232161,https://www.bumeran.com.pe/empleos/ejecutivo-senior-control-de-gestion-comercial-b2b-id-232161-experis-1114947987.html,"san isidro, lima",False,Bumeran
experis,2022-01-30,técnico de soporte networking,https://www.bumeran.com.pe/empleos/tecnico-de-soporte-networking-experis-1114947970.html,"san borja, lima",False,Bumeran
experis,2022-01-30,ejecutivo senior gestión comercial legal y regulatoria id 231901,https://www.bumeran.com.pe/empleos/ejecutivo-senior-gestion-comercial-legal-y-regulatoria-id-231901-experis-1114947920.html,"san isidro, lima",False,Bumeran
talentohumano.pe,2022-01-30,gerente de operaciones,https://www.bumeran.com.pe/empleos/gerente-de-operaciones-talentohumano.pe-1114947852.html,"lima, lima",False,Bumeran
grupo jjc,2022-01-30,reclutador especialista,https://www.bumeran.com.pe/empleos/reclutador-especialista-grupo-jjc-1114947845.html,"miraflores, lima",False,Bumeran
experis,2022-01-30,ejecutivo asociado de estrategia y solución al cliente b2b id 21392,https://www.bumeran.com.pe/empleos/ejecutivo-asociado-de-estrategia-y-solucion-al-cliente-b2b-id-213924-experis-1114947831.html,"san isidro, lima",False,Bumeran
experis,2022-01-30,analista de datos bi,https://www.bumeran.com.pe/empleos/analista-de-datos-bi-experis-1114947829.html,"lima, lima",False,Bumeran
experis,2022-01-30,joven ejecutivo fullstack,https://www.bumeran.com.pe/empleos/joven-ejecutivo-fullstack-experis-1114947823.html,"lima, lima",False,Bumeran
experis,2022-01-30,analista programador front end,https://www.bumeran.com.pe/empleos/analista-programador-front-end-experis-1114947822.html,"lima, lima",False,Bumeran
experis,2022-01-30,programador front end reactjs,https://www.bumeran.com.pe/empleos/programador-front-end-reactjs-experis-1114947819.html,"lima, lima",False,Bumeran
experis,2022-01-30,programador mobile ios,https://www.bumeran.com.pe/empleos/programador-mobile-ios-experis-1114947818.html,"lima, lima",False,Bumeran
agricola cerro prieto,2022-01-30,supervisor de proyectos chiclayochepén,https://www.bumeran.com.pe/empleos/supervisor-de-proyectos-chiclayo-chepen-agricola-cerro-prieto-1114947811.html,"chiclayo, lambayeque",False,Bumeran
khana consultores,2022-01-30,asistente de cooperación internacional,https://www.bumeran.com.pe/empleos/asistente-de-cooperacion-internacional-khana-consultores-1114947810.html,"lima, lima",False,Bumeran
experis,2022-01-30,programador mobile android,https://www.bumeran.com.pe/empleos/programador-mobile-android-experis-1114947809.html,"lima, lima",False,Bumeran
khana consultores,2022-01-30,coordinador de programas internacionales,https://www.bumeran.com.pe/empleos/coordinador-de-programas-internacionales-khana-consultores-1114947808.html,"lima, lima",False,Bumeran
experis,2022-01-30,analista programador java,https://www.bumeran.com.pe/empleos/analista-programador-java-experis-1114947807.html,"lima, lima",False,Bumeran
experis,2022-01-30,analista qa,https://www.bumeran.com.pe/empleos/analista-qa-experis-1114947803.html,"lima, lima",False,Bumeran
khana consultores,2022-01-30,analista de licenciamiento,https://www.bumeran.com.pe/empleos/analista-de-licenciamiento-khana-consultores-1114947801.html,"huancayo, junin",False,Bumeran
